4304250,9
5248750,9
6998500,9
7163250,9
1561250,9
9782000,9
266500,9
620500,9
7103000,9
11434750,9
10212500,9
9586500,9
3723750,9
2988000,9
10393750,9
10309250,9
746000,9
4921000,9
984500,9
5655250,9
2168250,9
10966250,9
9394250,9
3861500,9
145750,8
7927750,8
4054000,8
4423500,8
4503500,8
10322250,8
5139250,8
415500,8
11225500,8
7921500,8
1446250,8
4782250,8
69500,8
3054250,8
1381000,8
5354000,8
2874500,8
2232500,8
4047000,8
3014750,8
7034000,8
6683750,8
8230750,8
1110750,8
8195000,8
4317250,8
5539250,8
10229250,8
8573000,8
2688750,8
7476250,8
4902250,8
252500,8
1758250,8
11362000,8
6619500,7
12008000,7
5256500,7
9351750,7
6099250,7
5170500,7
232000,7
573000,7
12275500,7
1531250,7
1074500,7
1525000,7
11137750,7
10653250,7
1247000,7
6150750,7
3216500,7
10578000,7
2182750,7
5220750,7
7892000,7
11984750,7
9437500,7
1338750,7
10224750,7
5407750,7
8163500,7
1767500,7
6852750,7
10539250,7
6571750,7
10063000,7
11747250,7
11612500,7
9946250,7
3787750,7
7657250,7
745750,7
2187500,7
4115500,6
3249250,6
11111500,6
3977750,6
11169500,6
848500,6
140500,6
1517000,6
4035250,6
5059000,6
4370750,6
1792000,6
9979000,6
11601500,6
1699500,6
7797000,6
3282250,6
10064500,6
10598500,6
10976250,6
7435500,6
8324500,6
5968250,6
3592750,6
5239500,6
5226500,6
621500,6
11896000,6
10944750,6
5264500,6
2198750,6
1025250,6
1688750,6
393250,6
4399750,6
1812000,6
4073250,6
8280500,6
5697750,6
10588000,6
8160750,6
9651250,6
4533750,6
47000,6
5999000,6
7715000,6
8111500,6
3001000,6
12015000,6
969750,6
3288250,6
4886500,6
3188000,5
3114000,5
8909750,5
2253250,5
7320250,5
2251750,5
5952250,5
7600250,5
8528750,5
10713250,5
6412750,5
11579750,5
11701500,5
11535250,5
11391250,5
10000250,5
847750,5
1966250,5
5846250,5
4876750,5
4809000,5
563500,5
1046250,5
6497000,5
7375000,5
10756500,5
309750,5
5726500,5
6458500,5
4059500,5
2480750,5
6247250,5
8628250,5
6921750,5
3751500,5
10592750,5
4004500,5
11300000,5
4963500,5
6848000,5
6780500,5
11734000,5
9982500,4
5440500,4
3573750,4
9716500,4
6126750,4
11632250,4
11142000,4
6751750,4
4102750,4
7190750,4
7445000,4
3226500,4
4378500,4
7211250,4
11761750,4
2797750,4
9794000,4
8633500,4
6897000,4
854250,4
6458250,4
1492500,4
7545250,4
4850000,4
7306250,4
10592000,4
11590500,4
4712250,4
3266750,4
10774750,4
10768750,4
5898500,4
11340250,4
417250,4
1240250,4
9628250,4
965500,4
861750,4
5901250,4
9694750,4
3524750,4
8649250,4
11683250,4
3149000,4
9199500,4
6412250,4
236000,4
1806750,4
7976750,4
8757750,4
11558000,4
11794250,4
4631250,4
3511000,4
8949750,4
4956000,3
1710500,3
8145500,3
1319000,3
1832000,3
10047250,3
6996000,3
7016500,3
418500,3
12204750,3
12065000,3
190500,3
12231250,3
3396250,3
299750,3
3795000,3
6266000,3
9685000,3
8523250,3
3903500,3
8102000,3
10566000,3
6172000,3
3895750,3
6380000,3
11131750,3
5910250,3
3719250,3
10972250,3
3684750,3
7323750,3
1911500,3
1793250,3
5847500,3
5522250,3
5906250,3
1104500,3
9436000,3
9076750,3
1165500,3
2448250,3
12027000,3
9288000,3
4063000,3
9782500,3
12384250,3
8822250,3
7002750,3
4257000,3
7830250,3
764000,3
10257500,3
9720000,3
5899750,3
3363000,3
11494250,3
2428500,3
11527500,3
448250,3
11283500,3
3954500,3
1365000,3
5467250,3
1904750,3
11078500,3
3010000,3
4880250,3
3590000,3
42000,3
7898750,3
371250,3
7345250,3
5052000,3
7269750,2
425500,2
4853750,2
4256500,2
6572500,2
4620000,2
8430000,2
4557250,2
1815750,2
5034000,2
2852250,2
7568750,2
725000,2
341000,2
6654750,2
5957500,2
5199750,2
11496750,2
6334000,2
7810250,2
4852000,2
5828250,2
2626250,2
11782250,2
10790500,2
10831750,2
9344000,2
3035250,2
6754250,2
364250,2
650750,2
6700250,2
12386500,2
5693000,2
11114000,2
12061000,2
9972250,2
7361250,2
8060000,2
5187750,2
4193750,2
11552750,2
8100250,2
4809750,2
5320000,2
7322250,2
11129250,2
9215000,2
1459750,2
9212500,2
3096750,2
11939000,2
6258500,2
6904000,2
12388250,2
8346250,2
9103250,2
8271000,2
2733500,2
11894500,2
11220500,2
887500,2
2823250,2
11687000,2
8745250,2
8216750,2
12337750,2
11936000,2
2364500,2
2076000,2
3799500,2
7003500,2
1838750,2
8051750,2
