1528500	26546	1
1528500	26585	3
1528500	28370	5
1528500	28370	1
2076000	24886	11
2076000	24886	0
4317250	4172	1
4317250	5619	0
4317250	8338	1
4317250	12173	0
4317250	15159	11
4317250	18628	2
4317250	22029	11
4317250	22029	0
9079500	4691	1
9079500	7208	0
9079500	7868	23
9079500	7868	0
9079500	11022	1
9079500	15741	1
9079500	24447	0
9079500	25272	1
9079500	25669	1
9079500	27314	0
11847750	3555	1
8573000	2323	2
8573000	6158	2
8573000	6158	17
8573000	6158	0
8573000	19828	2
8573000	28049	5
8573000	28049	1
8573000	28049	0
9394250	569	2
9394250	3228	10
9394250	14894	2
9394250	15390	0
9394250	17060	18
9394250	17087	3
9394250	19014	4
9394250	28899	20
9394250	29203	3
1767500	619	0
1767500	7409	3
1767500	14626	0
1767500	20180	0
1767500	20180	6
1767500	27977	0
1767500	27977	0
2492500	16939	0
2492500	19005	41
2492500	19005	0
2492500	19005	0
2492500	19005	1
2492500	19005	11
2492500	19005	4
2492500	19005	6
2492500	20979	15
2492500	20979	3
2492500	20979	0
2492500	20979	3
2492500	20979	4
2492500	20979	0
2492500	20979	0
2492500	20979	1
9076750	3665	3
9076750	17748	0
9076750	18575	0
11761750	554	0
11761750	554	6
11761750	3913	2
11761750	28975	1
1319000	599	1
1319000	5797	1
1319000	10449	4
3014750	2353	10
3014750	7868	1
3014750	7868	3
3014750	7868	0
3014750	13471	4
3014750	18558	3
3014750	24922	10
3014750	28166	2
3114000	20536	0
3114000	20536	0
3114000	21092	2
3114000	23928	0
3114000	23928	3
4454500	4059	1
4454500	15019	6
4454500	15019	1
4454500	15019	1
4454500	15019	0
4454500	15019	0
4454500	15019	6
4454500	15019	5
4454500	15019	0
4454500	26699	0
4454500	27117	2
4454500	27117	16
4454500	27117	0
4454500	27117	0
4454500	27117	0
4454500	27117	0
4454500	27117	0
4454500	28184	0
7323750	3458	0
7323750	11196	1
7323750	27019	2
252500	6199	1
252500	14011	0
252500	15089	1
252500	18544	2
252500	18805	2
252500	23656	0
252500	23826	1
252500	23861	1
3350250	1672	3
3350250	1672	2
3350250	3384	1
3350250	3384	7
3350250	3409	5
3350250	18736	9
3350250	18736	0
3350250	18736	4
3350250	18736	2
3350250	18736	0
3350250	24765	68
3350250	24765	9
3350250	24765	1
3350250	24765	1
3350250	24765	1
3350250	24765	8
3350250	25420	1
3350250	25420	6
3350250	25420	1
11782250	7127	5
11782250	18002	0
4921000	1031	0
4921000	3032	0
4921000	9912	13
4921000	14048	6
4921000	16672	3
4921000	19974	0
4921000	23549	5
4921000	23549	0
4921000	28418	1
1904750	9138	4
1904750	23928	9
1904750	27314	2
8102000	768	0
8102000	768	0
8102000	21110	1
3035250	11080	5
3035250	11080	0
7184500	2159	38
7184500	6352	0
7184500	7868	20
7184500	7868	5
7184500	7868	4
7184500	7868	83
7184500	7868	13
7184500	10193	6
7184500	10193	0
7184500	16939	11
7184500	24517	1
7184500	27791	5
7184500	28463	6
7184500	28463	13
10619000	12647	1
7600250	3228	7
7600250	3228	0
7600250	11176	19
7600250	24869	5
7600250	25570	4
4902250	2323	15
4902250	4709	27
4902250	8207	0
4902250	14360	17
4902250	23628	0
4902250	23628	2
4902250	23628	13
4902250	27111	1
1063000	530	2
1063000	14165	2
1063000	15019	3
1063000	20551	2
1063000	22280	1
1063000	22280	0
1063000	22749	0
1063000	24196	0
1063000	24929	2
1063000	28481	4
1063000	28481	0
4059500	805	0
4059500	12159	0
4059500	16463	0
4059500	16463	3
4059500	28465	7
11972750	647	2
11972750	954	0
11972750	4846	3
11972750	4846	0
11972750	7260	1
11972750	7260	0
11972750	7260	0
11972750	7260	0
11972750	7936	1
11972750	7936	0
11972750	15631	1
11972750	15631	1
11972750	15631	0
11972750	17972	2
11972750	21693	2
11972750	21693	2
11972750	28855	3
10234000	3719	0
10234000	3719	9
10234000	4039	0
10234000	4039	7
10234000	8692	4
10234000	9111	17
10234000	9111	3
10234000	9111	2
10234000	9111	0
10234000	9111	2
10234000	9111	1
10234000	9111	30
10234000	10970	1
10234000	10970	0
10234000	10970	1
10234000	10970	8
10234000	11524	1
10234000	14020	2
10234000	14261	2
10234000	15019	12
10234000	19402	1
10234000	24409	3
10234000	25086	2
10234000	25570	1
10234000	28653	5
10234000	28653	4
10234000	28653	1
10234000	28653	12
10234000	28653	27
10234000	28653	24
10234000	28975	2
2704750	3658	0
2704750	3658	0
2704750	3658	0
2704750	3658	4
2704750	3658	0
2704750	3658	13
2704750	3658	0
2704750	3658	1
2704750	3658	6
2704750	3658	3
2704750	3658	0
2704750	5764	0
2704750	5764	0
2704750	13592	0
2704750	16483	10
10393750	2437	0
10393750	2437	0
10393750	2437	1
10393750	2437	0
10393750	3438	0
10393750	3438	3
10393750	17531	2
10393750	29265	3
10393750	29265	1
4047000	3983	5
4047000	7208	1
4047000	18712	2
4047000	22043	3
4047000	26737	4
4047000	29446	0
4047000	29446	3
4047000	29446	0
418500	15138	15
418500	18002	0
418500	18002	8
8628250	8630	2
8628250	15390	1
8628250	20979	83
8628250	28481	5
8628250	29465	2
12142750	9834	0
7588000	7105	0
7588000	10329	1
7588000	17470	1
7588000	28653	7
7588000	28653	5
7588000	28653	2
7588000	28653	4
7588000	28653	0
7588000	28653	4
7588000	28975	2
7588000	28975	4
3031750	2783	2
3031750	7323	50
3031750	7323	5
3031750	7323	0
3031750	11263	4
3031750	11263	3
3031750	12977	17
3031750	13878	0
3031750	14020	0
3031750	15988	5
3031750	16110	23
3031750	16110	0
3031750	16110	1
3031750	16406	109
3031750	18131	1
3031750	18131	0
3031750	18388	6
3031750	19772	1
3031750	21565	2
3031750	21565	2
3031750	21565	2
3031750	26288	2
3031750	27198	2
3031750	27501	0
3031750	29099	8
5187750	1481	2
5187750	1481	0
309750	4545	0
309750	15365	3
309750	15365	0
309750	15365	0
309750	20902	1
1966250	3228	40
1966250	3228	0
1966250	7186	1
1966250	25260	2
1966250	25260	1
10297000	18075	1
10297000	18075	1
10297000	18075	22
10297000	25058	3
10297000	25058	7
10297000	25058	2
10297000	25058	2
10297000	25058	0
10297000	25058	0
10297000	27056	11
10297000	27056	1
10297000	27056	1
8163500	18868	7
8163500	22621	29
8163500	22621	5
8163500	22621	6
8163500	26959	41
8163500	26959	6
8163500	28438	6
1531250	4078	11
1531250	6546	2
1531250	7026	4
1531250	10247	9
1531250	22179	3
1531250	22179	0
1531250	22442	0
2232500	679	12
2232500	679	11
2232500	6431	1
2232500	11000	2
2232500	11060	2
2232500	14261	8
2232500	24929	4
2232500	26516	1
2797750	3658	2
2797750	28270	8
2797750	28270	0
2797750	28270	0
3363000	15315	5
3363000	18868	5
3363000	25742	3
4184250	178	1
4184250	241	88
4184250	241	64
4184250	241	113
4184250	241	43
4184250	241	77
4184250	241	2
4184250	241	181
4184250	4949	9
4184250	4949	23
4184250	8689	0
4184250	11196	2
4184250	11196	29
4184250	11687	4
4184250	14020	75
4184250	14020	3
4184250	14020	19
4184250	23928	9
4184250	23928	0
4184250	23928	0
4184250	28710	23
7361250	24541	1
7361250	28410	2
12173500	554	0
12173500	554	6
12173500	554	0
12173500	554	10
12173500	554	0
12173500	554	0
12173500	554	19
12173500	554	0
12173500	554	0
12173500	554	2
12173500	554	9
12173500	554	8
12173500	554	18
12173500	554	5
12173500	554	6
12173500	1325	0
12173500	1325	0
12173500	1325	0
12173500	3627	14
12173500	3627	0
12173500	3627	9
12173500	3627	0
12173500	3627	1
12173500	3627	0
12173500	3627	0
12173500	3627	1
12173500	3627	8
12173500	3627	21
12173500	3627	0
12173500	3627	3
12173500	3627	0
12173500	9817	12
12173500	9817	1
12173500	9817	1
12173500	9817	2
12173500	9817	1
12173500	9817	0
12173500	9817	0
12173500	9817	4
12173500	9817	3
12173500	9817	1
12173500	9817	0
12173500	15405	4
12173500	15405	0
12173500	15405	3
12173500	15405	5
12173500	15405	5
12173500	15534	1
12173500	21110	8
12173500	22607	0
12173500	28184	5
12173500	28184	0
12173500	28184	0
12173500	28370	4
4907500	5086	0
4907500	5712	1
4907500	6374	0
4907500	8775	0
4907500	8965	1
4907500	9709	0
4907500	11060	0
4907500	11196	4
4907500	23622	2
4907500	24196	1
3266750	3228	0
3266750	5416	5
3266750	10066	4
3266750	13888	2
9720000	2771	7
9720000	13830	1
9720000	29442	0
7892000	911	2
7892000	1530	13
7892000	8489	2
7892000	8489	1
7892000	10928	1
7892000	16913	14
7892000	25366	3
12386500	2367	1
12386500	2367	7
887500	11080	3
887500	18946	1
10628500	398	0
10628500	398	6
10628500	398	1
10628500	398	0
10628500	2476	0
10628500	2945	10
10628500	3185	2
10628500	3324	0
10628500	4039	0
10628500	4039	1
10628500	4807	4
10628500	5652	1
10628500	5652	9
10628500	6820	2
10628500	6868	1
10628500	7037	0
10628500	7045	1
10628500	7045	2
10628500	7059	3
10628500	7943	0
10628500	8483	0
10628500	9392	0
10628500	9846	4
10628500	10258	1
10628500	11524	2
10628500	12013	2
10628500	12159	3
10628500	12285	31
10628500	13784	4
10628500	13784	3
10628500	14233	0
10628500	14294	12
10628500	14486	1
10628500	15784	0
10628500	15988	1
10628500	16463	5
10628500	17094	1
10628500	18075	1
10628500	18612	0
10628500	18736	7
10628500	18736	8
10628500	18736	1
10628500	18736	3
10628500	18736	11
10628500	19632	0
10628500	20297	1
10628500	20386	1
10628500	20751	1
10628500	21336	2
10628500	21336	1
10628500	21336	7
10628500	21930	1
10628500	22313	0
10628500	23549	0
10628500	23549	2
10628500	23928	1
10628500	24869	0
10628500	24944	2
10628500	25386	2
10628500	26005	2
10628500	26619	2
10628500	26972	0
10628500	27035	2
10628500	27117	1
10628500	27117	1
10628500	27791	1
10628500	27791	0
10628500	28535	0
10628500	28641	5
10628500	28945	2
528250	155	1
528250	155	0
528250	2963	2
528250	7096	7
528250	8693	4
528250	8693	0
528250	8693	0
528250	12977	4
528250	21146	3
4716750	2683	6
4716750	2683	0
4716750	2683	0
4716750	2683	5
4716750	2683	0
4716750	2683	0
4716750	2683	4
4716750	2683	0
4716750	2683	0
4716750	2963	3
4716750	8511	2
4716750	13784	2
4716750	25318	5
4716750	25820	2
4716750	29202	1
4716750	29202	5
5697750	476	6
5697750	2367	3
5697750	2367	1
5697750	16396	0
5697750	23273	3
5697750	27791	0
282500	1962	0
282500	2683	0
282500	3850	4
282500	8818	0
282500	9899	1
282500	12055	0
282500	12055	0
282500	12055	8
282500	12055	7
4304250	679	6
4304250	1155	0
4304250	7868	1
4304250	7868	0
4304250	10999	0
4304250	14902	0
4304250	16846	0
4304250	24929	1
4304250	27328	0
7190750	9413	1
7190750	14526	1
7190750	27791	1
7190750	27791	0
3404000	29	5
3404000	29	9
3404000	29	0
3404000	905	0
3404000	905	1
3404000	905	1
3404000	905	1
3404000	905	2
3404000	905	34
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	1
3404000	905	1
3404000	905	0
3404000	905	1
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	7
3404000	905	3
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	2
3404000	905	0
3404000	905	0
3404000	905	0
3404000	905	2
3404000	905	1
3404000	905	1
3404000	905	0
3404000	905	0
3404000	1385	1
3404000	3627	50
3404000	3627	4
3404000	6246	10
3404000	6246	0
3404000	6246	0
3404000	6246	1
3404000	6246	1
3404000	6246	0
3404000	6246	7
3404000	6246	1
3404000	6246	1
3404000	8446	1
3404000	8446	0
3404000	8446	1
3404000	15911	6
3404000	18273	2
3404000	18273	0
3404000	22246	8
3404000	22246	4
3404000	22246	15
3404000	22246	5
3404000	22246	30
3404000	22246	13
3404000	22246	0
3404000	22246	12
3404000	22246	3
3404000	22246	0
3404000	22246	0
3404000	22246	32
3404000	22246	1
3404000	22246	0
3404000	22246	0
3404000	22246	1
3404000	22246	1
3404000	27791	1
11874000	1282	1
11874000	4220	1
11874000	4220	4
11874000	4510	5
11874000	10014	0
11874000	12220	21
11874000	12220	22
11874000	13844	5
11874000	13844	3
11874000	18180	3
11874000	18180	0
11874000	29203	1
8051750	7936	9
8051750	29389	4
12065000	2270	1
12065000	12453	0
12065000	12453	0
5910250	28525	7
5910250	28525	0
5910250	28525	7
854250	4571	1
854250	8943	2
854250	9881	13
854250	9881	1
2187500	6158	5
2187500	6158	3
2187500	23628	3
2187500	23628	7
2187500	27394	0
2187500	27394	2
2187500	29203	3
5655250	3228	31
5655250	3702	1
5655250	9131	3
5655250	11196	39
5655250	11196	2
5655250	14048	9
5655250	15645	3
5655250	16500	5
5655250	23669	4
10944750	7150	1
10944750	19673	6
10944750	25372	3
10944750	25372	0
10944750	28752	1
10944750	28752	1
11169500	953	1
11169500	2198	8
11169500	4220	7
11169500	10014	8
11169500	19217	5
11169500	19277	0
10539250	1461	2
10539250	1461	0
10539250	2812	2
10539250	10176	0
10539250	14020	6
10539250	14020	0
10539250	14020	0
1338750	360	2
1338750	845	5
1338750	845	0
1338750	6571	3
1338750	9620	10
1338750	12586	0
1338750	12586	14
9163000	5594	5
9163000	6096	0
9163000	6096	5
9163000	6096	4
9163000	6096	3
9163000	6571	1
9163000	7977	0
9163000	11080	0
9163000	11482	0
9163000	23475	3
9163000	26576	5
969750	2367	3
969750	2963	38
969750	3047	1
969750	14020	13
969750	17823	11
969750	17823	0
11936000	13020	4
11936000	28470	3
8149250	215	2
8149250	2367	0
8149250	2367	6
8149250	11196	41
8149250	11196	3
8149250	11196	41
8149250	11196	5
8149250	11679	202
8149250	11679	95
8149250	12162	3
8149250	24015	22
5898500	7105	1
5898500	15921	0
5898500	17732	2
5898500	23433	1
7797000	6447	4
7797000	6571	15
7797000	11196	14
7797000	11196	1
7797000	12754	0
7797000	13942	28
4115500	6731	5
4115500	6731	9
4115500	6731	10
4115500	14470	2
4115500	21899	3
4115500	26619	4
9802000	5883	9
9802000	5883	0
9802000	5883	15
9802000	5883	0
9802000	5883	0
9802000	5883	3
9802000	5883	2
9802000	5883	2
9802000	5883	2
9802000	5883	0
9802000	12888	0
9802000	21501	1
9802000	24601	1
439000	647	13
439000	1041	7
439000	2198	2
439000	2198	0
439000	3228	3
439000	3362	8
439000	3362	20
439000	3390	27
439000	4221	2
439000	6104	3
439000	6104	1
439000	7868	51
439000	7868	0
439000	7868	0
439000	7868	0
439000	7868	0
439000	7868	0
439000	11499	5
439000	12287	10
439000	12287	9
439000	12287	0
439000	16821	19
439000	16821	2
439000	16821	4
439000	16821	3
439000	16821	23
439000	16821	15
439000	24060	24
439000	24060	1
439000	24060	16
439000	25415	15
439000	25415	2
439000	25415	0
439000	25415	34
439000	25415	5
439000	25415	0
439000	25415	40
439000	26404	7
439000	26404	8
11391250	28924	0
11391250	28924	0
11391250	28924	1
11391250	28924	0
11391250	28924	0
745750	3228	3
745750	4578	0
745750	7230	1
745750	7827	7
745750	19339	3
745750	21071	1
745750	24869	5
799000	3555	2
799000	8278	2
799000	16331	1
799000	21946	1
799000	24341	2
799000	24553	1
799000	25839	1
799000	27791	2
799000	27791	1
799000	29099	2
2132250	14159	2
5108000	155	1
5108000	3627	4
5108000	4254	0
5108000	4254	7
5108000	4571	2
5108000	7070	1
5108000	10193	0
5108000	10532	6
5108000	12346	2
5108000	14020	5
5108000	15094	0
5108000	15094	0
5108000	15718	0
5108000	22359	1
5108000	22556	1
5108000	23628	0
5108000	27659	3
5108000	29203	4
5108000	29203	0
5108000	29547	0
5108000	29547	1
9513250	414	11
9513250	9195	2
9513250	9195	5
9513250	9195	3
9513250	12583	1
9513250	18024	3
9513250	20800	3
9513250	23861	3
9513250	23928	1
9513250	23928	6
5726500	13779	6
5726500	14470	5
5726500	17244	0
5726500	17244	1
5726500	23465	8
1074500	9567	0
1074500	9567	3
1074500	9567	5
1074500	9567	0
1074500	12606	0
1074500	16602	0
1074500	16602	0
1441500	27508	0
3326250	614	1
3326250	4163	2
3326250	8943	0
3326250	9389	0
3326250	9479	0
3326250	9479	1
3326250	10866	1
3326250	17232	1
3326250	18712	3
3326250	20154	1
3326250	24459	1
3326250	27389	5
8243500	949	1
8243500	949	12
8243500	3047	4
8243500	4479	8
8243500	4479	0
8243500	4931	1
8243500	4931	5
8243500	4931	2
8243500	4949	3
8243500	11196	3
8243500	11196	2
8243500	11196	21
8243500	11196	0
8243500	11196	1
8243500	11776	9
8243500	11776	1
8243500	14048	0
8243500	18075	1
8243500	18075	0
8243500	24869	0
8243500	24869	0
8243500	29099	2
2920750	7071	2
2920750	8669	1
2920750	11864	2
2920750	12285	3
2920750	13757	2
2920750	14119	0
2920750	15173	0
2920750	15946	3
2920750	16302	8
2920750	17081	0
2920750	22359	0
2920750	22359	43
2920750	22400	3
2920750	23407	3
2920750	23407	22
2920750	23538	11
2920750	26699	3
2920750	27155	4
2920750	29490	1
3742000	2669	2
3742000	5336	3
3742000	7297	3
3742000	11357	0
3742000	13020	0
3742000	14482	5
3742000	21847	3
3742000	23656	1
3742000	26168	1
3742000	26168	0
3742000	26168	0
3742000	26168	0
3742000	26168	0
3742000	26168	0
3742000	26168	0
3742000	26168	0
3742000	26168	0
3742000	26168	0
3742000	26168	0
848500	259	3
848500	2000	2
848500	7286	1
848500	7286	1
848500	19891	9
848500	23628	5
2771250	476	2
2771250	1494	3
2771250	2513	0
2771250	2513	3
2771250	2963	4
2771250	12606	2
2771250	12606	0
2771250	14694	0
2771250	14694	4
2771250	28744	6
847750	12728	1
847750	18024	1
847750	21684	6
847750	28169	1
847750	28169	0
10773000	2257	89
10773000	2257	60
10773000	2257	20
10773000	2999	5
10773000	8724	1
10773000	9486	7
10773000	9486	0
10773000	9846	6
10773000	11889	1
10773000	12977	49
10773000	14922	4
10773000	18736	0
10773000	19615	29
10773000	20608	3
10773000	28124	1
9437500	489	19
9437500	489	4
9437500	7208	0
9437500	15584	0
9437500	15718	2
9437500	22280	0
9437500	28662	0
4370750	1666	141
4370750	1666	28
4370750	4078	0
4370750	15638	1
4370750	16343	1
4370750	23628	0
4680000	16463	2
9906500	155	2
9906500	5185	3
9906500	5185	0
9906500	5185	1
9906500	5185	0
9906500	8689	4
9906500	12394	3
9906500	23656	1
9906500	23656	4
9906500	26298	4
9906500	28411	0
12061000	8628	0
12061000	16463	1
8111500	454	1
8111500	527	0
8111500	11018	1
8111500	12790	2
8111500	23793	1
8111500	23878	9
8129250	7045	1
8129250	7868	1
8129250	7868	17
8129250	8637	3
8129250	16323	3
8129250	18097	0
8129250	18097	0
8129250	22999	0
8129250	25733	1
8129250	25733	0
8129250	28617	0
4850000	614	1
4850000	4731	0
4850000	11605	48
4850000	12512	8
3684750	16463	0
3684750	16754	11
3684750	16754	2
145750	3847	0
145750	3847	2
145750	7409	3
145750	11196	5
145750	11578	3
145750	24242	2
145750	24242	2
145750	24242	6
7367000	143	0
7367000	155	1
7367000	7061	0
7367000	11083	0
7367000	11888	1
7367000	13607	3
7367000	15686	5
7367000	15686	8
7367000	15686	8
7367000	17945	1
7367000	18730	2
7367000	20297	1
7367000	21336	0
7367000	21336	1
7367000	21975	2
7367000	21975	0
7367000	21975	0
7367000	21975	0
7367000	21975	0
11894500	24009	0
11894500	26619	1
10492250	3228	0
10492250	4949	15
10492250	8996	7
10492250	11061	0
10492250	11061	1
10492250	12606	1
10492250	18217	1
10492250	20045	1
10492250	20045	2
10492250	23662	2
10492250	24984	7
10492250	24984	5
10492250	26464	2
10492250	26464	0
10492250	28752	3
9055750	11201	8
3954500	15584	7
3954500	15584	0
3954500	15860	4
11579750	8410	5
11579750	12688	18
11579750	12688	1
11579750	12688	7
11579750	15217	8
6257000	530	0
6257000	3740	0
6257000	11849	1
6257000	12285	2
6257000	14795	0
6257000	16540	0
6257000	21071	1
6257000	22749	1
6257000	23563	0
6257000	23563	3
6257000	23628	1
6257000	23628	1
1446250	700	0
1446250	1155	1
1446250	7105	0
1446250	7105	0
1446250	14525	0
1446250	18712	1
1446250	20297	2
1446250	23482	0
6619500	1917	2
6619500	3627	1
6619500	5221	1
6619500	15089	0
6619500	15934	0
6619500	16952	4
6619500	21067	4
10768750	4683	2
10768750	6672	0
10768750	19993	13
10768750	19993	0
10264750	29203	0
10566000	3854	2
10566000	7868	5
10566000	11204	1
6497000	7927	2
6497000	18233	0
6497000	20747	8
6497000	20747	0
6497000	20747	0
11440500	1803	1
11440500	2179	5
11440500	2179	0
11440500	2179	0
11440500	4731	5
11440500	6571	1
11440500	7411	1
11440500	7936	3
11440500	14226	7
11440500	15584	4
11440500	16540	3
11440500	20608	2
11440500	26576	1
725000	17835	0
725000	20902	4
10756500	6656	0
10756500	14942	1
10756500	17706	2
10756500	26771	3
10756500	26972	0
5968250	13097	0
5968250	16406	1
5968250	16406	8
5968250	21840	2
5968250	26516	0
5968250	29099	0
4118250	5185	2
4392000	2610	1
1181250	7208	2
1181250	7465	2
1181250	8058	1
1181250	8339	0
1181250	16169	1
1181250	22749	0
1181250	23284	9
1181250	23284	8
1181250	27390	6
1181250	29213	2
4186500	27092	0
12229000	12588	24
12229000	12588	0
12229000	17389	0
12229000	17389	4
12229000	17389	5
12229000	17389	1
12229000	17389	1
12229000	17389	0
12229000	17389	6
12229000	17389	0
12229000	17389	2
12229000	17389	6
12229000	17389	0
12229000	17389	1
1629250	9120	2
1629250	18024	3
1629250	18024	1
1629250	18024	6
1629250	19891	1
1629250	19891	6
1629250	21392	2
1629250	24196	2
1629250	24601	2
1629250	29099	1
5220750	8689	0
5220750	8689	0
5220750	8689	0
5220750	8689	0
5220750	8689	0
5220750	28438	3
5220750	28438	3
6780500	4571	3
6780500	10893	2
6780500	10893	4
6780500	25676	1
6780500	29099	1
5999000	5081	0
5999000	10908	0
5999000	14265	0
5999000	14666	0
5999000	26523	0
5999000	26523	0
12239250	5856	1
12239250	12271	3
12239250	14536	2
12239250	15838	3
12239250	20519	2
12239250	20519	0
12239250	25618	2
12239250	26288	3
12239250	26288	9
12239250	26288	0
12239250	26288	2
12239250	26288	3
12239250	26288	0
12239250	26288	9
12239250	26288	4
3588500	530	3
3588500	530	0
3588500	4644	1
3588500	7432	0
3588500	8637	9
3588500	18712	1
3588500	21336	14
3588500	21336	0
3588500	23779	1
3588500	23782	10
3588500	27251	4
5248750	27035	1
5248750	27035	3
5248750	28924	94
5248750	28924	1
5248750	28924	0
5248750	28924	0
5248750	28924	1
5248750	28924	0
5248750	28924	4
11321750	4238	4
11321750	4262	0
11321750	4294	1
11321750	6242	1
11321750	7997	3
11321750	7997	4
11321750	9906	2
11321750	10879	4
11321750	11730	14
11321750	12358	1
11321750	13745	7
11321750	15390	0
11321750	19891	0
11321750	21672	1
11321750	21684	3
11321750	22880	2
11321750	24907	1
11321750	27205	3
11321750	28481	3
11321750	29330	1
11321750	29547	3
10095000	2836	2
10095000	8278	1
10095000	13494	0
10095000	14261	3
10095000	14261	9
10095000	14261	2
10095000	14261	3
10095000	16624	0
10095000	19973	8
10095000	26699	5
8100250	7868	2
8100250	22489	5
11225500	4731	37
11225500	8628	16
11225500	13020	37
11225500	16463	3
11225500	23342	0
11225500	24869	1
11225500	24869	1
11225500	25960	3
1806750	6621	0
1806750	20701	0
1806750	26394	5
1806750	26394	0
1911500	10872	15
1911500	18730	2
1911500	21815	6
10052000	143	1
10052000	3093	20
10052000	7680	22
10052000	7680	7
10052000	7680	7
10052000	11696	0
10052000	12610	0
10052000	12754	6
10052000	21110	5
10052000	22126	6
10052000	22126	0
10052000	22126	7
10052000	22280	5
7545250	3228	0
7545250	11679	3
7545250	13891	1
7545250	14381	0
7854500	527	3
7854500	527	5
7854500	530	0
7854500	2421	0
7854500	4571	6
7854500	4949	1
7854500	7323	12
7854500	7323	0
7854500	7323	4
7854500	7323	1
7854500	7323	0
7854500	7552	2
7854500	8278	0
7854500	11080	0
7854500	12285	2
7854500	12977	2
7854500	14902	1
7854500	19217	2
7854500	20207	2
7854500	20484	5
7854500	22244	1
7854500	24352	2
10521000	6856	2
10521000	7868	10
10521000	9045	10
10521000	9472	8
10521000	10225	15
10521000	17920	4
10521000	18612	1
10521000	19105	7
10521000	21315	3
8430000	10480	1
8430000	27328	1
8280500	19	2
8280500	13971	1
8280500	16674	0
8280500	16674	4
8280500	17972	4
8280500	17972	0
3981750	3228	11
3981750	5185	1
3981750	6520	3
3981750	6520	1
3981750	15602	0
3981750	22280	7
3981750	23143	1
3981750	25386	3
3981750	27791	3
3981750	27791	7
5059000	9195	0
5059000	9195	0
5059000	9195	0
5059000	9195	0
5059000	16668	7
5059000	19102	1
5024500	528	0
5024500	9802	2
5024500	12977	10
5024500	12977	1
5024500	13888	0
5024500	14265	4
5024500	15138	1
